poi_id,business_name,address,city,state,zip,lat,lon,record_type,operating_status,poi_confidence,geocode_precision,competition_3mi,nearest_competitor_mi,median_household_income_est,renter_pct_est,multifamily_pct_est,no_vehicle_pct_est,population_density_est,hispanic_pct_est,black_pct_est,immigrant_language_proxy_pct_est,income_fit_score,renter_score,multifamily_score,no_vehicle_score,density_score,ethnicity_language_proxy_score,demand_score_0_100,opportunity_score_0_100,map_color,demand_zone,data_quality_flag,source,source_url,notes,google_maps_url
EX0532,Arlington Laundry Market Cell 029,4141 Miller Rd / market-cell centroid,Arlington,TX,75827,32.781672,-97.140786,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,24,0.32,61647,38.8,45.5,5.4,4217,27.8,11.2,21.0,100,41.8,51.0,26.2,49.4,42.8,47.8,31.8,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.781672,-97.140786"
EX0533,Arlington Laundry Market Cell 030,5045 Harry Hines Rd / market-cell centroid,Arlington,TX,75615,32.762927,-97.100151,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,34,0.1,83033,55.3,40.8,10.4,3157,13.0,27.0,12.7,74.8,78.4,41.6,64.6,30.1,30.4,51.6,32.7,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.762927,-97.100151"
EX0534,Arlington Laundry Market Cell 031,8172 Lamar Rd / market-cell centroid,Arlington,TX,75988,32.691793,-97.141281,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,11,0.65,63424,45.0,42.7,7.9,3797,28.4,19.2,22.3,100,55.6,45.4,45.4,41.8,47.4,55.7,43.0,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.691793,-97.141281"
EX0535,Arlington Laundry Market Cell 032,156 Gus Thomasson Rd / market-cell centroid,Arlington,TX,75627,32.715885,-97.132366,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,0.67,54809,50.1,42.6,11.2,3107,14.4,18.5,21.0,100,66.9,45.2,70.8,29.2,31.8,55.3,38.7,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.715885,-97.132366"
EX0536,Arlington Laundry Market Cell 033,4265 Division Rd / market-cell centroid,Arlington,TX,75678,32.784531,-97.136431,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,24,0.32,53753,26.2,45.3,10.5,2465,23.2,11.2,15.1,100,13.8,50.6,65.4,17.5,35.5,39.5,26.6,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.784531,-97.136431"
EX0537,Arlington Laundry Market Cell 034,353 Division Rd / market-cell centroid,Arlington,TX,75123,32.766888,-97.050808,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,34,0.43,64175,43.1,39.4,1,4711,29.4,26.9,23.0,100,51.3,38.8,0,58.4,52.0,46.9,32.0,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.766888,-97.050808"
EX0538,Arlington Laundry Market Cell 035,7351 Broadway Rd / market-cell centroid,Arlington,TX,75221,32.729291,-97.166755,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,14,0.18,58586,46.4,36.0,9.0,1181,21.4,27.3,21.8,100,58.7,32.0,53.8,0,43.2,46.6,30.5,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.729291,-97.166755"
EX0539,Arlington Laundry Market Cell 036,1610 Lamar Rd / market-cell centroid,Arlington,TX,75993,32.715327,-97.143792,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,0.67,56366,37.1,45.4,9.0,5665,17.0,27.3,19.0,100,38.0,50.8,53.8,75.7,37.4,54.8,38.4,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.715327,-97.143792"
EX0540,Arlington Laundry Market Cell 037,3979 Midway Rd / market-cell centroid,Arlington,TX,75511,32.726302,-97.130272,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,22,0.68,55870,40.4,43.7,6.2,4896,29.1,19.8,30.0,100,45.3,47.4,32.3,61.7,51.6,50.9,36.1,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.726302,-97.130272"
EX0541,Arlington Laundry Market Cell 038,2016 Miller Rd / market-cell centroid,Arlington,TX,75216,32.700912,-97.081312,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,15,0.37,64842,35.7,35.0,9.5,4828,37.7,28.3,31.4,100,34.9,30.0,57.7,60.5,64.8,50.3,33.7,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.700912,-97.081312"
EX0542,Arlington Laundry Market Cell 039,3919 Lamar Rd / market-cell centroid,Arlington,TX,75123,32.776092,-97.10201,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,29,0.21,51208,52.2,34.3,6.3,6091,5,22.4,4.8,100,71.6,28.6,33.1,83.5,16.7,55.3,35.7,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.776092,-97.10201"
EX0543,Arlington Laundry Market Cell 040,8206 Abrams Rd / market-cell centroid,Arlington,TX,75173,32.712083,-97.062321,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,22,0.57,64186,39.3,37.8,4.7,5401,43.0,35.9,28.2,100,42.9,35.6,20.8,70.9,72.3,49.2,34.3,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.712083,-97.062321"
EX0544,Arlington Laundry Market Cell 041,9103 Skillman Rd / market-cell centroid,Arlington,TX,75913,32.729922,-97.169733,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.18,44296,41.8,53.2,4.7,3617,33.9,19.6,32.2,100,48.4,66.4,20.8,38.5,57.5,54.6,36.7,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.729922,-97.169733"
EX0545,Arlington Laundry Market Cell 042,6848 Cooper Rd / market-cell centroid,Arlington,TX,75723,32.740792,-97.041052,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,31,0.35,63902,33.4,30.8,11.5,3563,17.7,28.2,19.7,100,29.8,21.6,73.1,37.5,38.8,41.6,28.1,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.740792,-97.041052"
EX0546,Arlington Laundry Market Cell 043,9749 Belt Line Rd / market-cell centroid,Arlington,TX,75291,32.709741,-97.101252,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,23,0.44,59552,57.7,33.8,6.5,4497,25.1,20.8,24.3,100,83.8,27.6,34.6,54.5,45.4,55.4,37.2,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.709741,-97.101252"
EX0547,Arlington Laundry Market Cell 044,3668 Cooper Rd / market-cell centroid,Arlington,TX,75443,32.744091,-97.076178,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,35,0.29,51375,56.4,40.2,6.6,4060,21.8,24.8,21.4,100,80.9,40.4,35.4,46.5,42.4,55.9,36.6,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.744091,-97.076178"
EX0548,Arlington Laundry Market Cell 045,4047 Division Rd / market-cell centroid,Arlington,TX,75878,32.690098,-97.13027,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,12,0.57,50370,39.6,40.4,5.1,4653,22.3,25.6,21.3,100,43.6,40.8,23.8,57.3,43.2,51.2,38.4,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.690098,-97.13027"
EX0549,Arlington Laundry Market Cell 046,3684 Marsh Rd / market-cell centroid,Arlington,TX,75129,32.707833,-97.164161,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,1.29,52978,49.4,46.5,11.4,3768,29.9,19.5,23.3,100,65.3,53.0,72.3,41.2,49.5,61.3,48.2,yellow,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.707833,-97.164161"
EX0550,Arlington Laundry Market Cell 047,6956 Davis Rd / market-cell centroid,Arlington,TX,75980,32.771201,-97.099059,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,31,0.1,69655,54.7,45.1,11.7,4149,43.4,29.2,36.8,93.5,77.1,50.2,74.6,48.2,73.5,61.7,38.9,yellow,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.771201,-97.099059"
EX0551,Arlington Laundry Market Cell 048,3356 Gus Thomasson Rd / market-cell centroid,Arlington,TX,75493,32.770827,-97.097424,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,32,0.1,60818,40.3,45.8,7.8,4581,27.6,33.4,21.4,100,45.1,51.6,44.6,56.0,52.1,52.1,32.9,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.770827,-97.097424"
EX0552,Arlington Laundry Market Cell 049,5516 Josey Rd / market-cell centroid,Arlington,TX,75598,32.768686,-97.157323,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,22,0.14,59754,49.4,35.2,11.1,4953,29.4,19.7,20.7,100,65.3,30.4,70.0,62.8,48.0,56.2,35.8,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.768686,-97.157323"
EX0553,Arlington Laundry Market Cell 050,7727 Lancaster Rd / market-cell centroid,Arlington,TX,75337,32.785554,-97.115768,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,30,0.13,75120,51.8,52.8,1.5,3668,38.5,15.4,28.6,85.8,70.7,65.6,0,39.4,59.1,52.5,33.4,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.785554,-97.115768"
EX0554,Arlington Laundry Market Cell 051,2448 Main Rd / market-cell centroid,Arlington,TX,75657,32.774791,-97.108674,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,29,0.4,67773,51.7,36.7,7.1,5016,32.6,19.5,31.2,96.1,70.4,33.4,39.2,63.9,55.7,55.0,36.7,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.774791,-97.108674"
EX0555,Arlington Laundry Market Cell 052,5816 Skillman Rd / market-cell centroid,Arlington,TX,75660,32.749773,-97.081658,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,32,0.51,66273,45.3,44.0,6.6,4418,18.5,15.7,13.9,98.2,56.2,48.0,35.4,53.1,31.9,51.5,35.3,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.749773,-97.081658"
EX0556,Arlington Laundry Market Cell 053,5134 Abrams Rd / market-cell centroid,Arlington,TX,75121,32.760784,-97.122001,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,31,0.67,69416,37.1,31.4,3.0,3263,6.8,12.9,7.2,93.8,38.0,22.8,7.7,32.1,15.6,34.5,25.8,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.760784,-97.122001"
EX0557,Arlington Laundry Market Cell 054,4728 Skillman Rd / market-cell centroid,Arlington,TX,75314,32.768454,-97.06459,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,33,0.24,54676,46.3,37.6,5.4,4018,30.5,27.2,30.3,100,58.4,35.2,26.2,45.8,56.3,48.9,32.0,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.768454,-97.06459"
EX0558,Arlington Laundry Market Cell 055,3242 Walnut Rd / market-cell centroid,Arlington,TX,75505,32.734799,-97.13789,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,22,0.35,65839,45.3,57.0,6.0,3188,34.1,18.0,26.5,98.8,56.2,74.0,30.8,30.7,54.6,54.1,35.9,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.734799,-97.13789"
EX0559,Arlington Laundry Market Cell 056,2059 Midway Rd / market-cell centroid,Arlington,TX,75970,32.704152,-97.064769,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,0.57,65325,46.2,30.2,6.0,2868,23.5,23.6,18.3,99.5,58.2,20.4,30.8,24.9,42.4,44.0,31.0,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.704152,-97.064769"
EX0560,Arlington Laundry Market Cell 057,4480 Cooper Rd / market-cell centroid,Arlington,TX,75257,32.773869,-97.157345,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,19,0.23,57172,47.2,40.1,5.9,3224,32.9,34.3,30.3,100,60.4,40.2,30.0,31.3,61.8,49.4,32.2,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.773869,-97.157345"
EX0561,Arlington Laundry Market Cell 058,7110 Forest Rd / market-cell centroid,Arlington,TX,75738,32.776791,-97.079765,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,36,0.58,67693,51.0,33.4,13.0,2835,21.3,17.7,22.9,96.2,68.9,26.8,84.6,24.3,39.5,51.1,35.5,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.776791,-97.079765"
EX0562,Arlington Laundry Market Cell 059,5334 Story Rd / market-cell centroid,Arlington,TX,75727,32.742731,-97.156834,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,1.05,70081,38.2,39.5,9.7,5030,19.0,20.9,21.5,92.9,40.4,39.0,59.2,64.2,37.9,50.8,38.5,red,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.742731,-97.156834"
EX0563,Arlington Laundry Market Cell 060,2782 Harry Hines Rd / market-cell centroid,Arlington,TX,75165,32.742453,-97.071502,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,35,0.29,58338,55.2,54.2,7.7,5284,33.4,32.7,30.1,100,78.2,68.4,43.8,68.8,61.6,66.0,42.9,yellow,Arlington,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.742453,-97.071502"
EX0564,Garland Laundry Market Cell 011,3988 Lamar Rd / market-cell centroid,Garland,TX,75403,32.908744,-96.677017,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,28,0.22,55337,43.2,23.5,9.6,4408,35.7,6.7,23.5,100,51.6,7.0,58.5,52.9,50.3,45.6,29.8,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.908744,-96.677017"
EX0565,Garland Laundry Market Cell 012,8363 Story Rd / market-cell centroid,Garland,TX,75652,32.863804,-96.643141,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,17,0.31,53422,35.3,30.0,4.6,2502,22.6,11.4,26.7,100,34.0,20.0,20.0,18.2,39.8,35.7,24.2,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.863804,-96.643141"
EX0566,Garland Laundry Market Cell 013,8850 Camp Bowie Rd / market-cell centroid,Garland,TX,75325,32.940821,-96.640065,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,27,0.65,63349,36.6,38.9,6.4,4753,40.0,19.1,29.2,100,36.9,37.8,33.8,59.1,62.4,47.1,33.5,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.940821,-96.640065"
EX0567,Garland Laundry Market Cell 014,3314 Park Rd / market-cell centroid,Garland,TX,75554,32.95421,-96.617731,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,22,0.32,58823,46.7,39.2,3.6,4392,44.2,13.5,33.8,100,59.3,38.4,12.3,52.6,66.4,49.9,33.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.95421,-96.617731"
EX0568,Garland Laundry Market Cell 015,6733 Berry Rd / market-cell centroid,Garland,TX,75979,32.908214,-96.601687,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,19,0.57,58128,49.9,40.6,3.3,2827,35.1,17.2,29.6,100,66.4,41.2,10.0,24.1,56.7,47.8,33.4,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.908214,-96.601687"
EX0569,Garland Laundry Market Cell 016,1104 Lamar Rd / market-cell centroid,Garland,TX,75810,32.929139,-96.65313,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,29,0.42,67881,49.1,48.3,5.8,3442,33.1,27.4,23.9,96.0,64.7,56.6,29.2,35.3,56.4,52.9,35.6,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.929139,-96.65313"
EX0570,Garland Laundry Market Cell 017,4098 Jefferson Rd / market-cell centroid,Garland,TX,75432,32.923432,-96.650708,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,30,0.42,65492,30.8,41.0,4.7,3717,63.6,11.1,44.9,99.3,24.0,42.0,20.8,40.3,90.5,41.9,28.8,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.923432,-96.650708"
EX0571,Garland Laundry Market Cell 018,5368 Berry Rd / market-cell centroid,Garland,TX,75581,32.928881,-96.587756,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,20,0.37,61860,51.4,35.6,8.7,3989,53.7,1,37.4,100,69.8,31.2,51.5,45.3,72.7,54.3,36.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.928881,-96.587756"
EX0572,Garland Laundry Market Cell 019,3827 Harry Hines Rd / market-cell centroid,Garland,TX,75567,32.936946,-96.629909,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,28,0.65,52583,44.7,34.3,5.5,3010,29.0,15.3,21.2,100,54.9,28.6,26.9,27.5,45.9,43.6,31.3,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.936946,-96.629909"
EX0573,Garland Laundry Market Cell 020,3297 Cooper Rd / market-cell centroid,Garland,TX,75240,32.862344,-96.60584,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.71,72683,36.4,33.2,6.5,6621,55.2,13.4,46.6,89.2,36.4,26.4,34.6,93.1,83.4,52.9,39.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.862344,-96.60584"
EX0574,Garland Laundry Market Cell 021,9756 Buckner Rd / market-cell centroid,Garland,TX,75582,32.946231,-96.62749,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,25,0.66,67508,48.8,36.8,7.1,4849,50.7,13.5,35.5,96.5,64.0,33.6,39.2,60.9,74.0,54.0,37.8,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.946231,-96.62749"
EX0575,Garland Laundry Market Cell 022,7662 Walnut Hill Rd / market-cell centroid,Garland,TX,75624,32.898626,-96.587822,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,19,0.53,62383,38.3,40.6,10.9,6037,32.8,12.8,32.7,100,40.7,41.2,68.5,82.5,53.7,55.8,38.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.898626,-96.587822"
EX0576,Garland Laundry Market Cell 023,248 Gus Thomasson Rd / market-cell centroid,Garland,TX,75777,32.956862,-96.654953,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,21,0.48,56980,38.6,43.0,3.9,4073,48.4,11.3,32.7,100,41.3,46.0,14.6,46.8,69.5,46.5,32.0,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.956862,-96.654953"
EX0577,Garland Laundry Market Cell 024,2578 K Ave Rd / market-cell centroid,Garland,TX,75867,32.92082,-96.666915,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,32,0.96,67270,26.3,45.4,4.8,5344,32.4,24.7,22.0,96.8,14.0,50.8,21.5,69.9,53.8,43.5,33.4,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.92082,-96.666915"
